"Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
59,"F","Post-Graduate","Single","Less than $40K",2,2759,5037,84
46,"F","Doctorate","Single","Less than $40K",2,1787,2345,36
43,"M","Graduate","Single","$60K - $80K",2,6854,4578,72
35,"M","Doctorate","Single","$80K - $120K",2,2904,2653,46
44,"M","High School","Divorced","$80K - $120K",2,5293,4572,90
57,"F","Graduate","Married","Less than $40K",2,1781,4593,81
48,"M","High School","Unknown","$60K - $80K",3,14670,4221,83
59,"F","High School","Married","$40K - $60K",3,4375,2507,53
43,"M","Graduate","Married","$80K - $120K",3,2111,2112,46
55,"F","College","Single","Less than $40K",1,3123,4424,81
42,"M","Graduate","Married","$40K - $60K",3,8374,4493,59
48,"F","High School","Married","$40K - $60K",1,15713,4775,61
48,"F","Graduate","Single","$40K - $60K",2,1538,2275,43
39,"F","Post-Graduate","Married","Less than $40K",1,2452,4204,63
41,"M","High School","Married","$120K +",2,9924,1949,43
54,"M","Graduate","Married","$40K - $60K",3,1655,4621,67
41,"F","Graduate","Single","$40K - $60K",2,2768,5112,86
48,"M","Graduate","Married","$80K - $120K",3,25658,4498,85
55,"F","College","Divorced","$40K - $60K",2,4410,1883,44
51,"F","Post-Graduate","Married","Less than $40K",2,1438.3,4323,70
35,"F","Graduate","Single","$40K - $60K",1,2441,4105,73
46,"F","Post-Graduate","Single","Less than $40K",2,1836,1799,28
50,"F","Graduate","Married","$40K - $60K",1,2560,4456,70
43,"M","College","Married","$80K - $120K",1,32733,3452,54
53,"M","College","Single","$80K - $120K",1,34516,3819,72
49,"M","Doctorate","Married","$40K - $60K",1,1438.3,3691,77
45,"F","High School","Single","Less than $40K",2,2020,4951,85
49,"F","Post-Graduate","Married","$40K - $60K",2,1994,4434,69
44,"M","Graduate","Divorced","$60K - $80K",2,3290,4780,84
52,"F","Graduate","Single","$40K - $60K",2,3035,4104,79
37,"F","Graduate","Single","$40K - $60K",3,2407,4983,86
47,"F","College","Married","Less than $40K",3,1781,2196,35
42,"F","Graduate","Married","Less than $40K",6,4311,4965,94
42,"F","High School","Single","Less than $40K",3,1931,4693,66
59,"M","Graduate","Single","Less than $40K",3,3604,4576,87
47,"F","Graduate","Married","Less than $40K",2,2190,4416,68
46,"F","High School","Married","$40K - $60K",2,3413,5029,86
26,"F","Graduate","Unknown","Less than $40K",2,2163,4380,57
42,"F","Graduate","Single","Less than $40K",3,3595,5025,84
47,"M","Graduate","Married","$120K +",3,9036,4500,83
48,"F","Graduate","Married","Less than $40K",1,2315,4828,90
56,"F","High School","Married","Less than $40K",1,4008,5429,71
43,"F","Graduate","Married","Less than $40K",2,3143,5409,79
38,"F","Graduate","Single","Less than $40K",2,2699,4813,78
40,"F","Graduate","Single","Less than $40K",2,1538,4884,79
48,"F","Graduate","Married","$40K - $60K",2,5573,4348,90
46,"M","High School","Unknown","$80K - $120K",3,2570,4442,85
43,"M","High School","Unknown","$80K - $120K",2,18008,2659,55
52,"M","High School","Single","$120K +",3,34516,2395,47
42,"M","College","Single","$60K - $80K",1,11698,3539,81
46,"F","Graduate","Married","Less than $40K",2,8318,2427,52
42,"M","Graduate","Married","$40K - $60K",1,1503,4680,67
45,"F","College","Divorced","$40K - $60K",3,1438.3,4459,66
33,"M","High School","Married","$80K - $120K",3,9094,4203,76
50,"M","Graduate","Divorced","$60K - $80K",1,6362,4476,85
53,"F","Graduate","Married","Less than $40K",4,2927,2231,60
48,"M","Graduate","Married","$80K - $120K",3,9030,4899,84
44,"F","High School","Divorced","Less than $40K",2,1877,2581,57
40,"F","Graduate","Unknown","Less than $40K",2,1438.3,4397,73
41,"M","High School","Married","$60K - $80K",1,9577,4086,62
43,"M","Post-Graduate","Divorced","$60K - $80K",1,5427,4328,73
46,"F","Graduate","Single","$40K - $60K",3,5913,2404,39
43,"F","Graduate","Single","$40K - $60K",2,2867,2646,41
40,"F","High School","Single","Less than $40K",2,2506,4665,82
39,"F","Doctorate","Married","$40K - $60K",2,1693,4203,87
47,"F","Doctorate","Single","Less than $40K",2,2437,2027,42
35,"F","High School","Married","Less than $40K",0,1438.3,4840,85
46,"F","Graduate","Single","Less than $40K",3,3913,5170,93
41,"F","High School","Married","Less than $40K",2,4953,4183,67
48,"F","Graduate","Single","$40K - $60K",2,5724,4510,59
42,"F","Graduate","Single","$40K - $60K",2,1451,2192,35
42,"F","College","Single","$40K - $60K",2,1438.3,2181,43
36,"F","Graduate","Unknown","$40K - $60K",2,2024,4861,84
47,"M","High School","Married","$40K - $60K",3,3291,3228,82
41,"F","High School","Divorced","Less than $40K",1,2137,4290,90
60,"F","High School","Married","Less than $40K",3,1438.3,1628,42
54,"F","High School","Married","Less than $40K",2,1804,4542,73
44,"M","Post-Graduate","Single","$80K - $120K",2,19724,3830,82
64,"F","Graduate","Single","Less than $40K",3,1682,1811,39
54,"F","Post-Graduate","Single","Less than $40K",3,1724,2725,47
50,"F","Doctorate","Married","Less than $40K",3,2372,4418,80
49,"F","College","Single","$40K - $60K",3,2765,4629,58
43,"F","Graduate","Married","Less than $40K",3,2570,4058,83
59,"M","Graduate","Single","$60K - $80K",2,4386,4064,65
47,"M","Graduate","Divorced","Less than $40K",4,6397,2511,56
49,"F","Graduate","Single","Less than $40K",2,2608,4776,85
45,"M","Post-Graduate","Married","$40K - $60K",1,4409,4292,76
48,"M","Doctorate","Single","$60K - $80K",2,10033,4106,78
48,"M","High School","Single","$60K - $80K",3,1641,2536,45
57,"F","High School","Single","Less than $40K",1,2454,4983,79
56,"F","High School","Married","Less than $40K",2,1978,4870,83
46,"M","Post-Graduate","Married","$60K - $80K",2,5464,4866,81
42,"M","High School","Single","$60K - $80K",3,5951,4160,84
48,"M","Post-Graduate","Divorced","$60K - $80K",2,11596,4686,67
55,"F","Post-Graduate","Single","$40K - $60K",3,5162,3562,72
44,"M","High School","Single","$60K - $80K",2,25276,2282,38
38,"F","High School","Single","Less than $40K",3,1939,4790,77
45,"F","Doctorate","Divorced","$40K - $60K",3,2788,4437,67
54,"F","High School","Married","Less than $40K",2,1438.3,4776,90
38,"F","College","Single","Less than $40K",2,3119,2492,50
42,"F","Graduate","Single","Less than $40K",2,2803,2216,40
43,"F","Graduate","Unknown","Less than $40K",2,2397,4140,68
52,"M","Graduate","Married","$80K - $120K",3,2866,4850,84
42,"F","College","Divorced","Less than $40K",1,1878,4707,74
53,"F","Graduate","Married","$40K - $60K",3,2712,4159,69
52,"M","High School","Single","$120K +",3,34516,2213,47
34,"F","Graduate","Married","$40K - $60K",1,6169,4794,71
51,"M","Graduate","Married","$80K - $120K",2,6205,4605,88
48,"F","High School","Married","Less than $40K",2,1438.3,4490,65
41,"F","High School","Married","Less than $40K",2,2811,2245,41
62,"M","Graduate","Unknown","Less than $40K",3,2856,4473,67
46,"M","Graduate","Married","$60K - $80K",2,1939,4327,84
50,"F","High School","Married","Less than $40K",1,2965,4475,66
62,"M","Graduate","Divorced","$40K - $60K",3,4049,4003,73
38,"F","Graduate","Single","$40K - $60K",2,2669,2271,31
44,"F","College","Single","Less than $40K",2,1951,2697,45
59,"F","Graduate","Single","$40K - $60K",3,1528,4411,77
48,"F","High School","Married","Less than $40K",3,1438.3,2090,50
46,"F","High School","Unknown","Less than $40K",3,1438.3,3916,79
50,"F","High School","Unknown","Less than $40K",2,2242,4708,81
44,"M","Graduate","Divorced","$60K - $80K",3,6538,2132,33
50,"M","Graduate","Single","$120K +",1,13032,4348,77
45,"F","High School","Married","Less than $40K",2,2225,4138,85
52,"F","Graduate","Married","$40K - $60K",4,3143,4417,84
60,"F","High School","Married","Less than $40K",0,3466,4073,69
38,"F","Graduate","Married","Less than $40K",3,1686,4891,68
47,"M","Graduate","Married","$40K - $60K",2,1626,4847,78
39,"M","Graduate","Married","$80K - $120K",2,17523,1974,54
54,"F","College","Married","Less than $40K",4,2573,4404,93
43,"F","Graduate","Single","$40K - $60K",2,2900,4656,59
32,"F","Post-Graduate","Single","Less than $40K",5,2352,5209,93
58,"F","College","Single","Less than $40K",4,2212,4976,79
33,"M","College","Single","$80K - $120K",3,9642,2172,33
56,"M","High School","Married","$120K +",1,9257,4212,72
61,"M","Graduate","Unknown","$60K - $80K",2,16929,4799,79
50,"M","College","Married","$80K - $120K",4,3606,3568,92
44,"F","College","Single","Less than $40K",3,1605,2722,45
46,"F","Graduate","Married","Less than $40K",3,2302,2689,49
54,"F","Post-Graduate","Unknown","Less than $40K",3,2440,2334,51
39,"F","Graduate","Single","Less than $40K",6,2669,3847,65
45,"F","High School","Single","Less than $40K",2,1502,4890,61
61,"F","Graduate","Unknown","$40K - $60K",3,1438.3,4518,81
59,"M","High School","Single","$80K - $120K",2,2791,2658,43
46,"M","Doctorate","Married","$120K +",3,3499,3972,67
60,"F","College","Single","Less than $40K",1,1438.3,4104,83
40,"M","Graduate","Married","$120K +",3,18295,4827,70
39,"F","Graduate","Single","Less than $40K",1,1568,4531,76
57,"F","Post-Graduate","Married","Less than $40K",0,2712,4520,79
48,"M","Post-Graduate","Single","$120K +",3,34516,2260,50
55,"F","High School","Single","Less than $40K",2,2177,5228,77
43,"F","Post-Graduate","Married","Less than $40K",3,2435,5268,88
51,"F","Graduate","Divorced","Less than $40K",3,1495,2552,42
41,"M","Doctorate","Single","$120K +",2,9220,2276,32
52,"M","High School","Married","$60K - $80K",4,23128,2050,35
47,"F","Doctorate","Single","Less than $40K",0,4254,5385,93
34,"F","High School","Married","Less than $40K",2,1798,4551,84
44,"F","College","Single","Less than $40K",2,2429,4122,74
46,"F","Graduate","Divorced","$40K - $60K",1,2477,5138,77
30,"F","High School","Single","Less than $40K",1,1536,3904,74
56,"F","Graduate","Unknown","Less than $40K",3,1677,2477,45
52,"F","Graduate","Married","$40K - $60K",3,2396,4569,70
45,"M","High School","Married","$80K - $120K",2,9852,3813,71
49,"M","High School","Single","$60K - $80K",3,1579,4354,70
42,"F","College","Married","$40K - $60K",2,1820,4592,67
44,"F","Graduate","Single","Less than $40K",3,2240,4399,80
27,"F","Graduate","Married","Less than $40K",2,1674,4513,57
47,"F","Graduate","Divorced","Less than $40K",1,3027,3912,77
45,"F","Graduate","Single","Less than $40K",3,4210,4175,58
46,"M","Graduate","Divorced","$40K - $60K",2,10931,4802,73
55,"M","Graduate","Single","$120K +",1,34516,4131,66
51,"F","Doctorate","Single","$40K - $60K",2,2637,4525,83
42,"F","Graduate","Single","Less than $40K",2,2899,4906,94
65,"M","Doctorate","Divorced","Less than $40K",1,1573,3349,77
49,"F","Graduate","Married","Less than $40K",2,6184,1756,49
51,"M","College","Married","$120K +",1,34516,4587,82
47,"F","High School","Unknown","Less than $40K",3,3654,1998,44
37,"M","Post-Graduate","Single","$80K - $120K",3,2626,4714,93
48,"F","High School","Single","Less than $40K",3,1438.3,3868,80
55,"M","Graduate","Single","$120K +",3,31636,4231,68
44,"F","Graduate","Married","Less than $40K",2,3889,1718,37
47,"F","Post-Graduate","Unknown","$40K - $60K",2,2216,4711,83
46,"M","High School","Married","$80K - $120K",3,2790,3392,86
47,"M","Graduate","Married","$40K - $60K",3,1889,2479,46
39,"F","High School","Single","Less than $40K",2,1862,5105,79
53,"M","High School","Married","$40K - $60K",2,2875,4399,88
49,"F","High School","Married","Less than $40K",2,1763,2813,43
46,"F","Graduate","Married","$40K - $60K",1,1438.3,4474,63
39,"M","Post-Graduate","Single","$40K - $60K",1,2623,4078,70
58,"F","High School","Married","Less than $40K",0,1944,2412,40
42,"M","Graduate","Married","$40K - $60K",3,5791,2516,64
65,"M","Graduate","Single","$40K - $60K",0,1438.3,4427,63
55,"F","Doctorate","Single","Less than $40K",1,1912,4666,98
41,"F","Graduate","Married","Less than $40K",2,3159,2925,46
37,"M","Graduate","Unknown","$80K - $120K",2,12222,4215,63
43,"M","Graduate","Single","Less than $40K",2,1438.3,4459,65
46,"M","Graduate","Married","$60K - $80K",2,3429,4591,85
39,"F","Graduate","Single","Less than $40K",3,2533,5128,74
41,"M","College","Divorced","$60K - $80K",3,2001,4455,82
38,"F","Post-Graduate","Single","Less than $40K",2,2256,4587,92
55,"M","Post-Graduate","Married","$80K - $120K",1,6400,4475,91
42,"F","Doctorate","Single","$40K - $60K",2,3347,5533,85
52,"F","High School","Single","Less than $40K",2,2705,5532,81
53,"F","Graduate","Married","$40K - $60K",1,2043,4940,68
45,"F","High School","Single","$40K - $60K",2,1912,5046,79
50,"F","Post-Graduate","Divorced","$40K - $60K",2,3028,4144,64
42,"F","High School","Married","Less than $40K",4,1514,4004,69
57,"F","Doctorate","Divorced","Less than $40K",1,2504,4847,86
48,"M","Graduate","Married","$80K - $120K",1,2916,4336,72
43,"F","High School","Married","$40K - $60K",1,2032,4736,86
45,"F","Graduate","Single","Less than $40K",1,3562,4490,90
45,"M","Graduate","Single","$120K +",2,3534,3973,66
49,"M","Graduate","Married","$60K - $80K",3,1460,2329,36
50,"F","Graduate","Married","Less than $40K",1,2602,5532,85
36,"M","Graduate","Single","Less than $40K",3,4225,2659,43
57,"F","Post-Graduate","Single","$40K - $60K",2,2576,3913,86
46,"M","Post-Graduate","Single","$40K - $60K",4,2344,2098,31
40,"F","High School","Single","Less than $40K",2,2395,4481,82
50,"F","Graduate","Married","Less than $40K",2,1438.3,4765,71
49,"F","Doctorate","Single","$40K - $60K",3,1438.3,4052,65
56,"F","Graduate","Married","Less than $40K",3,1584,4203,73
47,"M","Graduate","Single","$40K - $60K",1,2676,4640,69
41,"F","Graduate","Single","Less than $40K",3,1764,2105,57
49,"F","High School","Single","Less than $40K",3,15569,4566,73
51,"F","Graduate","Married","$40K - $60K",3,1565,4798,73
44,"M","High School","Single","$60K - $80K",2,5947,4984,90
46,"M","Graduate","Married","$60K - $80K",3,18821,4402,75
56,"F","Graduate","Married","$40K - $60K",3,1544,1902,35
49,"F","Graduate","Married","Less than $40K",3,1438.3,4759,90
53,"F","College","Single","Less than $40K",5,2153,4628,69
46,"F","Graduate","Single","Less than $40K",5,2799,4634,91
41,"M","Post-Graduate","Single","$40K - $60K",1,4461,4204,77
49,"F","Post-Graduate","Divorced","$40K - $60K",5,2597,3637,69
52,"F","Graduate","Married","Less than $40K",3,2261,4456,68
47,"F","High School","Married","Less than $40K",3,2822,5064,74
40,"F","High School","Unknown","Less than $40K",2,8793,5342,64
46,"F","High School","Single","Less than $40K",5,3322,3913,86
53,"F","High School","Married","Less than $40K",3,2036,4161,75
43,"F","College","Unknown","Less than $40K",4,1884,4591,85
50,"F","College","Married","$40K - $60K",4,2428,5170,68
45,"F","Post-Graduate","Single","$40K - $60K",5,1850,4234,74
48,"F","Graduate","Married","$40K - $60K",3,16002,3667,52
47,"F","High School","Unknown","Less than $40K",5,5222,4433,81
39,"F","Graduate","Married","Less than $40K",5,1438.3,4409,72
45,"F","Graduate","Married","$40K - $60K",5,1533,4659,83
56,"F","Graduate","Married","Less than $40K",4,1438.3,3778,72
52,"M","Graduate","Single","$40K - $60K",4,1538,4808,64
44,"F","Graduate","Single","$40K - $60K",5,1572,4996,80
52,"F","Graduate","Married","Less than $40K",5,2814,4271,88
41,"F","Post-Graduate","Married","Less than $40K",3,1495,2622,70
37,"F","Graduate","Married","$40K - $60K",3,1959,3046,52
60,"F","Graduate","Divorced","Less than $40K",5,2903,4555,76
45,"M","College","Divorced","$80K - $120K",5,1535,5168,76
41,"F","Graduate","Married","Less than $40K",3,3203,4282,82
39,"F","Graduate","Divorced","Less than $40K",2,2092,2015,33
44,"F","Graduate","Married","Less than $40K",5,2420,4954,82
43,"F","High School","Single","Less than $40K",3,2313,5006,76
56,"M","Graduate","Married","$40K - $60K",5,3059,4774,81
43,"M","Graduate","Unknown","$60K - $80K",3,7534,4685,79
39,"F","Graduate","Unknown","Less than $40K",2,2006,4139,69
44,"M","College","Single","$60K - $80K",3,5005,5066,71
56,"F","Graduate","Unknown","$40K - $60K",4,5204,5285,82
57,"F","High School","Single","Less than $40K",4,2442,4313,75
51,"F","Graduate","Single","Less than $40K",3,2429,4761,99
60,"F","High School","Single","$40K - $60K",5,2213,4210,84
43,"F","Graduate","Married","Less than $40K",3,2624,3929,67
37,"F","College","Single","$40K - $60K",2,1976,4424,73
46,"F","Graduate","Single","$40K - $60K",5,3492,3043,53
50,"F","High School","Married","Less than $40K",3,3546,2616,47
38,"F","High School","Unknown","Less than $40K",3,2989,2143,67
44,"F","Graduate","Married","$40K - $60K",1,1438.3,3971,60
37,"F","High School","Unknown","Less than $40K",4,1438.3,4824,83
40,"F","Post-Graduate","Single","$40K - $60K",2,2383,4759,75
51,"M","Graduate","Married","$80K - $120K",4,13587,4995,88
57,"F","Graduate","Single","Less than $40K",5,3085,3946,73
61,"F","Graduate","Single","Less than $40K",3,2207,4348,84
57,"F","High School","Unknown","Less than $40K",4,2781,4577,81
40,"M","Graduate","Single","$80K - $120K",2,6921,2729,44
50,"F","Graduate","Single","Less than $40K",5,7596,4338,73
43,"F","Graduate","Single","$40K - $60K",1,6475,3837,65
